               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 319,             0.02636,            0.020228,           0.0020256,             0.53596,             0.44198,              0.4274,             0.14739,            0.029713,            0.014937,           0.0019087,           0.0037036,           0.0037036,           0.0037036
                 320,            0.026741,             0.01987,           0.0020195,             0.48149,             0.46389,             0.41924,             0.14069,            0.029776,            0.015113,           0.0019129,           0.0036838,           0.0036838,           0.0036838
                 321,            0.025844,            0.020524,           0.0019222,             0.48303,             0.46082,             0.41249,             0.13556,            0.029648,            0.015161,            0.001911,            0.003664,            0.003664,            0.003664
                 322,            0.025754,            0.020416,           0.0018094,             0.49596,             0.47124,             0.42441,               0.138,            0.029656,            0.015129,           0.0019181,           0.0036442,           0.0036442,           0.0036442
                 323,            0.027505,            0.020286,           0.0022408,             0.49584,             0.46191,             0.41218,             0.13428,            0.029592,            0.015001,           0.0019128,           0.0036244,           0.0036244,           0.0036244
                 324,            0.027291,            0.021211,           0.0021361,             0.49118,             0.45442,             0.41081,             0.13943,            0.029584,            0.014998,           0.0019164,           0.0036046,           0.0036046,           0.0036046
                 325,            0.025504,            0.020089,            0.001673,             0.51938,              0.4552,             0.43125,             0.14533,            0.029524,            0.014965,           0.0019193,           0.0035848,           0.0035848,           0.0035848
                 326,            0.026061,            0.021104,            0.002035,             0.50069,             0.47051,             0.42369,              0.1437,            0.029486,            0.014955,           0.0019118,            0.003565,            0.003565,            0.003565
                 327,            0.026903,            0.021719,           0.0022638,              0.5254,             0.46959,             0.43748,             0.14848,            0.029393,             0.01498,             0.00192,           0.0035452,           0.0035452,           0.0035452
                 328,            0.025758,            0.018731,           0.0019844,             0.50472,             0.47047,             0.42008,             0.14624,            0.029532,            0.015018,           0.0019338,           0.0035254,           0.0035254,           0.0035254
                 329,            0.026589,            0.021898,           0.0019609,             0.51123,             0.45362,             0.41791,             0.14317,            0.029505,            0.015027,           0.0019309,           0.0035056,           0.0035056,           0.0035056
                 330,            0.025686,            0.019545,            0.001787,             0.51118,               0.469,             0.43205,             0.13892,            0.029609,            0.015124,           0.0019208,           0.0034858,           0.0034858,           0.0034858
                 331,            0.026249,            0.019655,           0.0019556,             0.51302,             0.47152,             0.43592,             0.14325,            0.029525,            0.015032,           0.0019133,            0.003466,            0.003466,            0.003466
                 332,            0.025715,            0.020846,           0.0017566,             0.51353,             0.46025,             0.41797,             0.14207,            0.029606,             0.01507,           0.0019089,           0.0034462,           0.0034462,           0.0034462
                 333,            0.026298,            0.020194,           0.0020068,             0.51781,             0.46158,             0.41591,             0.14579,            0.029571,            0.015089,           0.0019156,           0.0034264,           0.0034264,           0.0034264
                 334,             0.02626,            0.020214,            0.001975,             0.50883,             0.45616,             0.41398,             0.14458,            0.029598,            0.015124,           0.0019251,           0.0034066,           0.0034066,           0.0034066
